Time,Condition,Tre,Te,Tsk,Met,Eva
225,B-FIG.2,36.6649006622516,36.4555402256561,31.9558359621451,,
230,B-FIG.2,36.6350993377483,36.4421265636497,32.0883280757097,,
235,B-FIG.2,36.6152317880794,36.4440428010792,32.2113564668769,,
240,B-FIG.2,36.5986754966887,36.4440428010792,32.3154574132492,,
0,B-FIG.3,37.5085714285714,37.1580952380952,32.2121212121212,,
5,B-FIG.3,37.5352380952381,37.1695238095238,32.2121212121212,,
10,B-FIG.3,37.5371428571428,37.1447619047619,32.2121212121212,,
15,B-FIG.3,37.5180952380952,37.0895238095238,32.1931818181818,,
20,B-FIG.3,37.4761904761904,37.0533333333333,32.1931818181818,,
25,B-FIG.3,37.44,37.0019047619047,32.1931818181818,,
30,B-FIG.3,37.4133333333333,36.9771428571428,32.2121212121212,,
35,B-FIG.3,37.3961904761904,36.9314285714285,32.1079545454545,,
40,B-FIG.3,37.3561904761904,36.9066666666666,31.9848484848484,,
45,B-FIG.3,37.3352380952381,36.8914285714285,31.8901515151515,,
50,B-FIG.3,37.3009523809523,36.8628571428571,31.7575757575757,,
55,B-FIG.3,37.28,36.8380952380952,31.6912878787878,,
60,B-FIG.3,37.2590476190476,36.8342857142857,31.6628787878787,,
65,B-FIG.3,37.2114285714285,36.7923809523809,33.8314393939394,,
70,B-FIG.3,37.1561904761904,36.7923809523809,34.7121212121212,,
75,B-FIG.3,37.1085714285714,36.8190476190476,35.1382575757575,,
80,B-FIG.3,37.0495238095238,36.8457142857142,35.5170454545454,,
85,B-FIG.3,37.015238095238,36.8838095238095,35.7821969696969,,
90,B-FIG.3,36.9885714285714,36.9180952380952,35.7916666666666,,
95,B-FIG.3,36.9847619047619,36.9561904761904,36.028409090909,,
100,B-FIG.3,36.9904761904761,36.967619047619,35.8863636363636,,
105,B-FIG.3,36.9714285714285,36.9904761904761,35.8863636363636,,
110,B-FIG.3,36.9942857142857,36.9866666666666,36,,
115,B-FIG.3,36.9923809523809,37.0133333333333,36,,
120,B-FIG.3,36.9904761904761,37.0171428571428,36,,
125,B-FIG.3,37.0190476190476,37.0323809523809,36,,
130,B-FIG.3,37.0171428571428,37.04,36.0094696969696,,
135,B-FIG.3,37.0419047619047,37.055238095238,35.9810606060606,,
140,B-FIG.3,37.0590476190476,37.0742857142857,36,,
145,B-FIG.3,37.0838095238095,37.0933333333333,36.0189393939393,,
150,B-FIG.3,37.0895238095238,37.0933333333333,36,,
155,B-FIG.3,37.1180952380952,37.1009523809523,36.0094696969696,,
160,B-FIG.3,37.1238095238095,37.1123809523809,36.0189393939393,,
165,B-FIG.3,37.135238095238,37.135238095238,36.0189393939393,,
170,B-FIG.3,37.1409523809523,37.1447619047619,36.0757575757575,,
175,B-FIG.3,37.1542857142857,37.1428571428571,35.9715909090909,,
180,B-FIG.3,37.1771428571428,37.1580952380952,36,,
185,B-FIG.3,37.2133333333333,37.1542857142857,33.3958333333333,,
190,B-FIG.3,37.2438095238095,37.1123809523809,33.3863636363636,,
195,B-FIG.3,37.2647619047619,37.0247619047619,33.1969696969696,,
200,B-FIG.3,37.2723809523809,36.9447619047619,33.0170454545454,,
205,B-FIG.3,37.2742857142857,36.8990476190476,32.875,,
210,B-FIG.3,37.2723809523809,36.9028571428571,32.6666666666666,,
215,B-FIG.3,37.2723809523809,36.8514285714285,32.5151515151515,,
220,B-FIG.3,37.2571428571428,36.8495238095238,32.4962121212121,,
225,B-FIG.3,37.2495238095238,36.8419047619047,32.4488636363636,,
230,B-FIG.3,37.2457142857142,36.8190476190476,32.3257575757575,,
235,B-FIG.3,37.2266666666666,36.8228571428571,32.2973484848484,,
240,B-FIG.3,37.2190476190476,36.807619047619,32.2310606060606,,
0,B-FIG.4,37.1756613756613,36.6169312169312,30.6542553191489,,
5,B-FIG.4,37.2857142857142,36.6761904761904,30.6223404255319,,4.80000000000005
10,B-FIG.4,37.2941798941798,36.6761904761904,30.5585106382978,38.24,4.63999999999996
15,B-FIG.4,37.3322751322751,36.6592592592592,30.4627659574468,37.6,5.28000000000002
20,B-FIG.4,37.3111111111111,36.6507936507936,30.3031914893617,37.6,5.91999999999998
25,B-FIG.4,37.3365079365079,36.642328042328,30.1436170212766,37.4399999999999,5.75999999999999
30,B-FIG.4,37.3026455026455,36.6338624338624,30.0159574468085,36.6399999999999,5.75999999999999
35,B-FIG.4,37.3111111111111,36.6296296296296,29.8882978723404,,6.07999999999997
40,B-FIG.4,37.2941798941798,36.6,29.8085106382978,36.6399999999999,6.56000000000002
45,B-FIG.4,37.2772486772486,36.5746031746031,29.6808510638297,36.48,5.92000000000003
50,B-FIG.4,37.2179894179894,36.5449735449735,29.5691489361702,35.3599999999999,6.08000000000004
55,B-FIG.4,37.2137566137566,36.5280423280423,29.4095744680851,36.48,7.36000000000002
60,B-FIG.4,37.2137566137566,36.5280423280423,29.2978723404255,38.08,6.88
65,B-FIG.4,37.1587301587301,36.4772486772486,32.4893617021276,,7.51999999999996
70,B-FIG.4,37.0783068783068,36.4137566137566,34.0053191489361,37.9199999999999,7.2
75,B-FIG.4,36.9724867724867,36.4010582010582,34.8670212765957,35.6799999999999,8.79999999999998
